timestamp,green,ir,red
1631019913721,57563,57816,57818
1631019913731,64944,90594,90602
1631019913741,64893,123368,123381
1631019913751,64842,156148,156162
1631019913761,64804,188929,188913
1631019913771,64757,221513,221700
1631019913781,64721,254299,254477
1631019913791,64690,286901,287103
1631019913801,64644,315261,319858
1631019913811,64613,315222,352471
1631019913821,64563,315239,366020
1631019913831,64538,315209,366000
1631019913841,64512,315160,365974
1631019913851,64485,315155,365924
1631019913861,64452,315172,365887
1631019913871,64446,315124,365904
1631019913881,64438,315138,365891
1631019913891,64408,315086,365876
1631019913901,64399,315075,365871
1631019913911,64367,315049,365896
1631019913921,64365,315046,365882
1631019913931,64347,315034,365844
1631019913941,64329,315040,365801
1631019913951,64311,315072,365817
1631019913961,64289,315008,365816
1631019913971,64274,315005,365776
1631019913981,64256,314995,365782
1631019913991,64230,315003,365749
1631019914001,64198,314984,365782
1631019914011,64195,314984,365760
1631019914021,64154,314978,365723
1631019914031,64140,314962,365709
1631019914041,64136,314987,365681
1631019914051,64125,314974,365684
1631019914061,64113,314943,365647
1631019914071,64106,314966,365660
1631019914081,64094,314968,365658
1631019914091,64084,314952,365701
1631019914101,64078,314966,365628
1631019914111,64056,314960,365607
1631019914121,64065,314918,365611
1631019914131,64051,314979,365612
1631019914141,64043,314924,365588
1631019914151,64017,314905,365518
1631019914161,64025,314903,365557
1631019914171,64000,314934,365535
1631019914181,64004,314912,365543
1631019914191,64005,314906,365531
1631019914201,64004,314927,365519
1631019914211,64009,314951,365504
1631019914221,64021,314912,365593
1631019914231,64060,314963,365603
1631019914241,64079,314952,365702
1631019914251,64109,314955,365792
1631019914261,64112,314970,365822
1631019914271,64115,314957,365883
1631019914281,64080,314936,365929
1631019914291,64053,314939,365953
1631019914301,64011,314917,365934
1631019914311,63958,314911,365921
1631019914321,63913,314864,365897
1631019914331,63859,314865,365926
1631019914341,63803,314832,365859
1631019914351,63752,314784,365840
1631019914361,63695,314794,365807
1631019914371,63647,314734,365765
1631019914381,63591,314732,365729
1631019914391,63549,314730,365702
1631019914401,63519,314667,365650
1631019914411,63475,314655,365663
1631019914421,63440,314683,365580
1631019914431,63397,314647,365563
1631019914441,63366,314659,365533
1631019914451,63340,314595,365519
1631019914461,63326,314632,365511
1631019914471,63308,314621,365487
1631019914481,63295,314535,365472
1631019914491,63284,314598,365511
1631019914501,63273,314579,365496
1631019914511,63253,314605,365476
1631019914521,63259,314570,365492
1631019914531,63246,314595,365516
1631019914541,63205,314558,365425
1631019914551,63198,314606,365478
1631019914561,63179,314586,365430
1631019914571,63180,314626,365414
1631019914581,63170,314582,365390
1631019914591,63151,314563,365433
1631019914601,63121,314564,365405
1631019914611,63144,314588,365412
1631019914621,63117,314567,365362
1631019914631,63106,314555,365412
1631019914641,63107,314529,365352
1631019914651,63105,314573,365358
1631019914661,63096,314549,365371
1631019914671,63090,314559,365339
1631019914681,63085,314564,365366
1631019914691,63082,314578,365334
1631019914701,63067,314537,365342
1631019914711,63080,314548,365298
1631019914721,63078,314553,365272
1631019914731,63081,314536,365305
1631019914741,63062,314516,365263
1631019914751,63066,314513,365294
1631019914761,63061,314493,365232
1631019914771,63066,314503,365256
1631019914781,63068,314510,365242
1631019914791,63080,314509,365225
1631019914801,63079,314542,365249
1631019914811,63094,314551,365279
1631019914821,63120,314537,365317
1631019914831,63149,314564,365344
1631019914841,63165,314594,365409
1631019914851,63200,314605,365415
1631019914861,63233,314618,365553
1631019914871,63262,314606,365611
1631019914881,63269,314635,365698
1631019914891,63264,314641,365764
1631019914901,63243,314603,365795
1631019914911,63202,314634,365821
1631019914921,63155,314592,365798
1631019914931,63100,314541,365775
1631019914941,63061,314542,365749
1631019914951,63001,314505,365751
1631019914961,62962,314524,365663
1631019914971,62903,314494,365670
1631019914981,62866,314502,365638
1631019914991,62835,314506,365636
1631019915001,62793,314450,365633
1631019915011,62760,314434,365565
1631019915021,62733,314428,365563
1631019915031,62715,314426,365584
1631019915041,62696,314403,365506
1631019915051,62667,314383,365493
1631019915061,62637,314374,365467
1631019915071,62619,314368,365457
1631019915081,62601,314349,365442
1631019915091,62605,314384,365435
1631019915101,62585,314361,365442
1631019915111,62573,314346,365400
1631019915121,62578,314314,365449
1631019915131,62562,314355,365462
1631019915141,62545,314313,365437
1631019915151,62554,314353,365459
1631019915161,62539,314340,365421
1631019915171,62541,314350,365448
1631019915181,62539,314307,365424
1631019915191,62536,314306,365418
1631019915201,62533,314277,365431
1631019915211,62520,314291,365380
1631019915221,62512,314290,365379
1631019915231,62500,314320,365382
1631019915241,62489,314326,365388
1631019915251,62506,314278,365386
1631019915261,62500,314260,365357
1631019915271,62494,314314,365357
1631019915281,62498,314301,365391
1631019915291,62501,314272,365375
1631019915301,62500,314303,365374
1631019915311,62505,314287,365332
1631019915321,62528,314359,365345
1631019915331,62529,314298,365308
1631019915341,62538,314305,365310
1631019915351,62551,314305,365302
1631019915361,62542,314301,365292
1631019915371,62560,314306,365316
1631019915381,62568,314288,365294
1631019915391,62559,314284,365310
1631019915401,62571,314302,365215
1631019915411,62589,314256,365289
1631019915421,62582,314347,365277
1631019915431,62607,314313,365264
1631019915441,62626,314354,365290
1631019915451,62661,314364,365280
1631019915461,62702,314355,365429
1631019915471,62728,314385,365497
1631019915481,62756,314364,365522
1631019915491,62780,314384,365629
1631019915501,62789,314397,365686
1631019915511,62783,314379,365717
1631019915521,62775,314394,365741
1631019915531,62741,314402,365745
1631019915541,62707,314340,365767
1631019915551,62662,314373,365746
1631019915561,62612,314340,365707
1631019915571,62590,314325,365680
1631019915581,62542,314347,365662
1631019915591,62514,314298,365659
1631019915601,62478,314250,365641
1631019915611,62459,314305,365616
1631019915621,62432,314223,365599
1631019915631,62414,314251,365583
1631019915641,62402,314224,365560
1631019915651,62374,314223,365585
1631019915661,62364,314217,365545
1631019915671,62336,314191,365520
1631019915681,62327,314190,365516
1631019915691,62311,314167,365511
1631019915701,62314,314163,365462
1631019915711,62316,314158,365497
1631019915721,62306,314177,365471
1631019915731,62312,314114,365448
1631019915741,62308,314183,365435
1631019915751,62305,314145,365476
1631019915761,62308,314156,365430
1631019915771,62301,314178,365409
1631019915781,62297,314159,365430
1631019915791,62304,314177,365424
1631019915801,62293,314196,365423
1631019915811,62299,314168,365390
1631019915821,62304,314142,365383
1631019915831,62314,314156,365367
1631019915841,62305,314167,365333
1631019915851,62319,314147,365339
1631019915861,62316,314191,365333
1631019915871,62320,314130,365315
1631019915881,62333,314147,365335
1631019915891,62342,314197,365314
1631019915901,62350,314215,365308
1631019915911,62363,314202,365298
1631019915921,62364,314149,365322
1631019915931,62372,314186,365305
1631019915941,62391,314174,365303
1631019915951,62393,314215,365274
1631019915961,62401,314171,365288
1631019915971,62417,314152,365265
1631019915981,62424,314206,365264
1631019915991,62437,314173,365275
1631019916001,62470,314220,365230
1631019916011,62480,314231,365209
1631019916021,62507,314222,365199
1631019916031,62522,314233,365263
1631019916041,62525,314229,365240
1631019916051,62554,314280,365252
1631019916061,62583,314256,365242
1631019916071,62626,314218,365225
1631019916081,62665,314297,365338
1631019916091,62694,314287,365393
1631019916101,62741,314362,365490
1631019916111,62785,314305,365550
1631019916121,62825,314371,365656
1631019916131,62834,314360,365690
1631019916141,62835,314312,365777
1631019916151,62822,314343,365746
1631019916161,62787,314317,365746
1631019916171,62775,314347,365796
1631019916181,62760,314336,365766
1631019916191,62724,314276,365736
1631019916201,62696,314334,365727
1631019916211,62674,314285,365653
1631019916221,62658,314259,365611
1631019916231,62642,314279,365670
1631019916241,62615,314252,365623
1631019916251,62611,314250,365602
1631019916261,62595,314234,365587
1631019916271,62598,314240,365608
1631019916281,62590,314214,365622
1631019916291,62582,314243,365607
1631019916301,62577,314213,365597
1631019916311,62569,314193,365605
1631019916321,62580,314225,365509
1631019916331,62576,314188,365548
1631019916341,62587,314180,365505
1631019916351,62592,314238,365526
1631019916361,62607,314219,365510
1631019916371,62605,314226,365521
1631019916381,62620,314218,365510
1631019916391,62614,314189,365517
1631019916401,62628,314192,365534
1631019916411,62646,314238,365495
1631019916421,62653,314242,365503
1631019916431,62646,314217,365487
1631019916441,62657,314245,365490
1631019916451,62665,314253,365482
1631019916461,62667,314277,365433
1631019916471,62686,314248,365445
1631019916481,62709,314222,365505
1631019916491,62708,314257,365455
1631019916501,62711,314245,365468
1631019916511,62735,314241,365423
1631019916521,62754,314249,365423
1631019916531,62769,314243,365453
1631019916541,62798,314276,365434
1631019916551,62813,314248,365448
1631019916561,62824,314224,365408
1631019916571,62839,314339,365433
1631019916581,62845,314286,365408
1631019916591,62865,314293,365388
1631019916601,62887,314298,365357
1631019916611,62903,314311,365388
1631019916621,62933,314278,365406
1631019916631,62939,314376,365425
1631019916641,62962,314336,365416
1631019916651,62979,314328,365346
1631019916661,63006,314328,365363
1631019916671,63033,314359,365361
1631019916681,63063,314340,365346
1631019916691,63080,314317,365360
1631019916701,63110,314386,365336
1631019916711,63154,314342,365405
1631019916721,63187,314423,365478
1631019916731,63234,314471,365530
1631019916741,63288,314431,365605
1631019916751,63325,314465,365704
1631019916761,63369,314469,365754
1631019916771,63403,314489,365861
1631019916781,63411,314494,365891
1631019916791,63415,314476,365908
1631019916801,63414,314494,365934
1631019916811,63404,314484,365930
1631019916821,63384,314524,365908
1631019916831,63381,314485,365909
1631019916841,63375,314466,365890
1631019916851,63360,314490,365873
1631019916861,63341,314500,365866
1631019916871,63339,314516,365872
1631019916881,63335,314502,365869
1631019916891,63330,314477,365859
1631019916901,63335,314440,365825
1631019916911,63337,314483,365840
1631019916921,63339,314444,365839
1631019916931,63335,314468,365830
1631019916941,63326,314482,365787
1631019916951,63340,314506,365790
1631019916961,63349,314475,365748
1631019916971,63359,314498,365732
1631019916981,63357,314517,365763
1631019916991,63394,314519,365783
1631019917001,63410,314472,365825
1631019917011,63414,314471,365773
1631019917021,63436,314491,365788
1631019917031,63454,314502,365786
1631019917041,63466,314488,365762
1631019917051,63472,314493,365762
1631019917061,63493,314496,365844
1631019917071,63510,314495,365799
1631019917081,63504,314529,365807
1631019917091,63525,314513,365798
1631019917101,63528,314547,365805
1631019917111,63548,314561,365799
1631019917121,63553,314499,365812
1631019917131,63585,314544,365804
1631019917141,63603,314572,365810
1631019917151,63611,314575,365800
1631019917161,63632,314573,365785
1631019917171,63643,314589,365801
1631019917181,63671,314615,365744
1631019917191,63702,314586,365814
1631019917201,63718,314564,365753
1631019917211,63731,314576,365769
1631019917221,63741,314587,365754
1631019917231,63765,314606,365763
1631019917241,63779,314603,365769
1631019917251,63803,314610,365755
1631019917261,63833,314637,365789
1631019917271,63846,314609,365743
1631019917281,63862,314657,365754
1631019917291,63883,314663,365765
1631019917301,63920,314654,365766
1631019917311,63929,314659,365716
1631019917321,63941,314616,365761
1631019917331,63959,314653,365715
1631019917341,63993,314671,365748
1631019917351,64026,314704,365739
1631019917361,64049,314689,365730
1631019917371,64082,314702,365760
1631019917381,64118,314698,365794
1631019917391,64171,314740,365850
1631019917401,64225,314736,365923
1631019917411,64269,314780,366019
1631019917421,64324,314798,366127
1631019917431,64359,314770,366155
1631019917441,64383,314866,366247
1631019917451,64389,314796,366271
1631019917461,64396,314808,366282
1631019917471,64398,314822,366272
1631019917481,64387,314814,366250
1631019917491,64381,314828,366242
1631019917501,64365,314779,366215
1631019917511,64365,314753,366216
1631019917521,64356,314770,366160
1631019917531,64345,314784,366203
1631019917541,64324,314786,366157
1631019917551,64328,314723,366165
1631019917561,64340,314772,366147
1631019917571,64338,314778,366155
1631019917581,64334,314769,366103
1631019917591,64336,314780,366117
1631019917601,64328,314714,366088
1631019917611,64337,314745,366066
1631019917621,64323,314760,366015
1631019917631,64355,314779,366044
1631019917641,64360,314785,366019
1631019917651,64368,314754,366042
1631019917661,64385,314759,366051
1631019917671,64397,314780,366028
1631019917681,64399,314813,366042
1631019917691,64436,314787,366058
1631019917701,64429,314763,366001
1631019917711,64440,314760,366061
1631019917721,64479,314793,366029
1631019917731,64477,314799,366056
1631019917741,64481,314780,366009
1631019917751,64491,314814,366001
1631019917761,64502,314788,365992
1631019917771,64504,314815,365962
1631019917781,64528,314808,365957
1631019917791,64531,314829,365958
1631019917801,64553,314832,365917
1631019917811,64562,314847,365916
1631019917821,64561,314837,365964
1631019917831,64585,314817,365927
1631019917841,64611,314814,365913
1631019917851,64629,314808,365897
1631019917861,64629,314819,365936
1631019917871,64656,314821,365916
1631019917881,64667,314817,365935
1631019917891,64687,314851,365908
1631019917901,64699,314859,365877
1631019917911,64723,314861,365880
1631019917921,64740,314867,365901
1631019917931,64752,314861,365881
1631019917941,64779,314868,365889
1631019917951,64796,314891,365878
1631019917961,64813,314865,365896
1631019917971,64829,314863,365889
1631019917981,64855,314872,365908
1631019917991,64870,314879,365879
1631019918001,64891,314885,365832
1631019918011,64902,314880,365851
1631019918021,64946,314941,365884
1631019918031,64982,314968,365937
1631019918041,65019,314987,365964
1631019918051,65076,314965,366024
1631019918061,65132,314988,366161
1631019918071,65186,315017,366235
1631019918081,65234,315064,366325
1631019918091,65270,315084,366396
1631019918101,65293,315054,366453
1631019918111,65294,315076,366477
1631019918121,65304,315060,366544
1631019918131,65314,315101,366559
1631019918141,65295,315076,366472
1631019918151,65288,315059,366472
1631019918161,65271,315063,366446
1631019918171,65262,315028,366464
1631019918181,65256,315034,366439
1631019918191,65236,314988,366393
1631019918201,65228,315004,366361
1631019918211,65223,315020,366375
1631019918221,65218,315018,366363
1631019918231,65211,315034,366376
1631019918241,65206,315050,366386
1631019918251,65201,314992,366294
1631019918261,65188,314963,366302
1631019918271,65200,314987,366275
1631019918281,65171,314979,366243
1631019918291,65182,314969,366218
1631019918301,65167,314990,366180
1631019918311,65198,314990,366213
1631019918321,65203,314976,366177
1631019918331,65198,314993,366207
1631019918341,65216,315009,366177
1631019918351,65217,315040,366164
1631019918361,65213,315001,366156
1631019918371,65225,314980,366149
1631019918381,65229,315003,366108
1631019918391,65222,315022,366080
1631019918401,65236,314984,366075
1631019918411,65236,315008,366081
1631019918421,65254,314988,366056
1631019918431,65263,314952,366054
1631019918441,65270,315001,366061
1631019918451,65269,314943,366013
1631019918461,65276,315015,366031
1631019918471,65289,314973,365983
1631019918481,65292,315030,365961
1631019918491,65319,315011,366009
1631019918501,65322,314982,365982
1631019918511,65334,314992,366001
1631019918521,65350,315038,365975
1631019918531,65353,314983,365955
1631019918541,65364,315023,366005
1631019918551,65381,315030,365926
1631019918561,65403,315006,365984
1631019918571,65417,315040,365943
1631019918581,65424,315012,365920
1631019918591,65455,315038,365925
1631019918601,65453,315012,365889
1631019918611,65457,315013,365908
1631019918621,65492,315066,365875
1631019918631,65491,315052,365881
1631019918641,65500,315036,365860
1631019918651,65520,315096,365888
1631019918661,65530,315055,365850
1631019918671,65566,315064,365812
1631019918681,65589,315066,365833
1631019918691,65621,315110,365896
1631019918701,65663,315094,365967
1631019918711,65711,315129,366046
1631019918721,65773,315101,366114
1631019918731,65807,315169,366185
1631019918741,65833,315153,366296
1631019918751,65875,315170,366354
1631019918761,65867,315144,366334
1631019918771,65861,315168,366384
1631019918781,65864,315188,366348
1631019918791,65845,315182,366326
1631019918801,65841,315152,366331
1631019918811,65820,315152,366348
1631019918821,65811,315164,366256
1631019918831,65783,315137,366294
1631019918841,65782,315151,366257
1631019918851,65758,315117,366250
1631019918861,65749,315125,366206
1631019918871,65743,315103,366199
1631019918881,65744,315105,366177
1631019918891,65741,315108,366233
1631019918901,65736,315121,366167
1631019918911,65754,315121,366169
1631019918921,65722,315095,366189
1631019918931,65721,315107,366082
1631019918941,65717,315078,366141
1631019918951,65726,315111,366127
1631019918961,65726,315143,366113
1631019918971,65727,315067,366122
1631019918981,65747,315050,366092
1631019918991,65748,315108,366084
1631019919001,65730,315098,366085
1631019919011,65742,315101,366073
1631019919021,65753,315111,366109
1631019919031,65758,315115,366096
1631019919041,65760,315059,366089
1631019919051,65760,315116,366040
1631019919061,65766,315091,366035
1631019919071,65780,315112,366053
1631019919081,65778,315100,366038
1631019919091,65790,315101,366028
1631019919101,65785,315128,365997
1631019919111,65785,315096,366006
1631019919121,65807,315104,365995
1631019919131,65803,315104,365999
1631019919141,65812,315106,365989
1631019919151,65826,315118,365956
1631019919161,65822,315079,365977
1631019919171,65821,315107,365944
1631019919181,65826,315106,365970
1631019919191,65836,315079,365938
1631019919201,65839,315119,365933
1631019919211,65863,315162,365945
1631019919221,65884,315154,365933
1631019919231,65890,315088,365918
1631019919241,65888,315125,365919
1631019919251,65915,315164,365905
1631019919261,65907,315101,365915
1631019919271,65928,315096,365901
1631019919281,65935,315108,365866
1631019919291,65948,315169,365870
1631019919301,65966,315141,365867
1631019919311,65975,315157,365865
1631019919321,65984,315132,365903
1631019919331,66021,315170,365921
1631019919341,66066,315179,366017
1631019919351,66094,315239,366092
1631019919361,66141,315209,366169
1631019919371,66167,315251,366249
1631019919381,66197,315246,366313
1631019919391,66222,315292,366418
1631019919401,66225,315262,366414
1631019919411,66228,315257,366400
1631019919421,66206,315221,366420
1631019919431,66186,315207,366422
1631019919441,66146,315241,366413
1631019919451,66118,315229,366358
1631019919461,66091,315225,366350
1631019919471,66061,315199,366342
1631019919481,66049,315184,366281
1631019919491,66017,315153,366265
1631019919501,65990,315180,366275
1631019919511,65981,315143,366266
1631019919521,65972,315125,366236
1631019919531,65958,315173,366237
1631019919541,65939,315123,366195
1631019919551,65926,315148,366202
1631019919561,65924,315145,366188
1631019919571,65915,315130,366193
1631019919581,65920,315137,366168
1631019919591,65922,315168,366188
1631019919601,65910,315158,366154
1631019919611,65919,315133,366155
1631019919621,65925,315134,366196
1631019919631,65912,315178,366231
1631019919641,65910,315156,366180
1631019919651,65900,315158,366161
1631019919661,65890,315159,366201
1631019919671,65886,315144,366201
1631019919681,65867,315108,366201
1631019919691,65867,315140,366196
1631019919701,65873,315134,366135
1631019919711,65870,315101,366131
1631019919721,65872,315113,366095
1631019919731,65847,315114,366118
1631019919741,65851,315081,366159
1631019919751,65844,315139,366079
1631019919761,65851,315126,366050
1631019919771,65811,315107,366076
1631019919781,65830,315095,366058
1631019919791,65834,315084,366057
1631019919801,65837,315103,366031
1631019919811,65836,315073,366019
1631019919821,65831,315102,365967
1631019919831,65820,315097,365999
1631019919841,65820,315081,365997
1631019919851,65817,315083,366001
1631019919861,65819,315074,366003
1631019919871,65810,315070,365986
1631019919881,65809,315051,365948
1631019919891,65829,315089,365955
1631019919901,65811,315167,365937
1631019919911,65816,315098,365949
1631019919921,65812,315127,365931
1631019919931,65825,315044,365884
1631019919941,65837,315131,365880
1631019919951,65838,315091,365888
1631019919961,65856,315144,365921
1631019919971,65891,315105,365979
1631019919981,65906,315135,366031
1631019919991,65931,315128,366099
1631019920001,65956,315150,366151
1631019920011,65975,315152,366190
1631019920021,65982,315132,366272
1631019920031,65972,315150,366301
1631019920041,65936,315105,366320
1631019920051,65892,315129,366310
1631019920061,65871,315107,366254
1631019920071,65825,315103,366241
1631019920081,65779,315020,366202
1631019920091,65741,315019,366129
1631019920101,65683,315020,366134
1631019920111,65646,314993,366123
1631019920121,65609,315011,366095
1631019920131,65570,314942,366064
1631019920141,65540,314975,366016
1631019920151,65504,314972,365999
1631019920161,65470,314937,365999
1631019920171,65448,314968,365948
1631019920181,65424,314931,365922
1631019920191,65389,314924,365891
1631019920201,65365,314897,365932
1631019920211,65347,314904,365871
1631019920221,65346,314910,365869
